account_id,account_name,account_type,balance,currency,cost_center,entity,is_active,last_updated
ACC000077,Account_77,Liability,197198223.1397841,USD,CC604,EntityC,True,2023-01-04 04:00:00
ACC000078,Account_78,Liability,245422.3,USD,CC895,EntityA,False,2023-01-04 05:00:00
ACC000079,Account_79,Equity,,,CC955,EntityC,True,2023-01-04 06:00:00
ACC000080,Account_80,Revenue,669950.35,USD,CC785,EntityB,False,2023-01-04 07:00:00
ACC000081,Account_81,Expense,197198223.1397841,USD,CC215,EntityB,True,2023-01-04 08:00:00
ACC000082,Account_82,Equity,,XXX,CC316,EntityB,True,2023-01-04 09:00:00
ACC000083,Account_83,Asset,462013.38,USD,CC296,EntityC,True,2023-01-04 10:00:00
ACC000084,CORRUPT_40893,Expense,,EUR,CC235,EntityA,True,2023-01-04 11:00:00
ACC000085,CORRUPT_767856,Revenue,489124.01,EUR,CC257,EntityC,True,2023-01-04 12:00:00
ACC000086,CORRUPT_717680,Revenue,,,CC384,EntityC,True,2023-01-04 13:00:00
ACC000087,Account_87,Asset,197198223.1397841,USD,CC599,EntityC,True,2023-01-04 14:00:00
ACC000088,Account_88,Liability,,USD,CC457,EntityC,True,2023-01-04 15:00:00
ACC000089,CORRUPT_473983,Revenue,197198223.1397841,USD,CC478,EntityC,True,2023-01-04 16:00:00
ACC000090,Account_90,Expense,228769.65,GBP,CC320,EntityB,True,2023-01-04 17:00:00
ACC000091,Account_91,Equity,120872.91,EUR,CC235,EntityB,True,2023-01-04 18:00:00
ACC000092,Account_92,Expense,322764.78,GBP,CC998,EntityB,True,2023-01-04 19:00:00
ACC000093,Account_93,Expense,145370.75,EUR,CC638,EntityC,True,2023-01-04 20:00:00
ACC000094,Account_94,Liability,129646.4,GBP,CC306,EntityB,True,2023-01-04 21:00:00
ACC000095,Account_95,Expense,293394.73,,CC828,EntityB,True,2023-01-04 22:00:00
ACC000096,Account_96,Liability,205581.21,,CC846,EntityA,True,2023-01-04 23:00:00
ACC000097,Account_97,Liability,110209.45,USD,CC969,EntityA,True,2023-01-05 00:00:00
ACC000098,Account_98,Revenue,,USD,CC243,EntityA,True,2023-01-05 01:00:00
ACC000099,Account_99,Revenue,430424.39,,CC675,EntityB,True,2023-01-05 02:00:00
ACC000100,Account_100,Asset,84682.06,,CC981,EntityB,True,2023-01-05 03:00:00
ACC000101,Account_101,Expense,197198223.1397841,INVALID,CC825,EntityC,True,2023-01-05 04:00:00
ACC000102,Account_102,Asset,,USD,CC302,EntityB,True,2023-01-05 05:00:00
ACC000103,CORRUPT_723677,Expense,398957.91,GBP,CC902,EntityA,True,2023-01-05 06:00:00
ACC000104,Account_104,Asset,197198223.1397841,EUR,CC479,EntityB,True,2023-01-05 07:00:00
ACC000105,Account_105,Revenue,70026.21,,CC539,EntityA,True,2023-01-05 08:00:00
ACC000106,Account_106,Revenue,,USD,CC602,EntityC,True,2023-01-05 09:00:00
ACC000107,Account_107,Revenue,58736.38,USD,CC793,EntityC,True,2023-01-05 10:00:00
ACC000108,Account_108,Revenue,195641.23,USD,CC208,EntityA,True,2023-01-05 11:00:00
ACC000109,Account_109,,12552979.751870908,,CC584,EntityA,True,2023-01-05 12:00:00
ACC000110,Account_110,Revenue,97102.82,,CC834,EntityA,True,2023-01-05 13:00:00
ACC000111,Account_111,Liability,741666.75,USD,CC593,EntityB,False,2023-01-05 14:00:00
ACC000112,Account_112,Revenue,211977.37,,CC346,EntityA,True,2023-01-05 15:00:00
ACC000113,Account_113,Equity,310214.59,EUR,CC150,EntityC,True,2023-01-05 16:00:00
ACC000114,Account_114,Equity,197198223.1397841,INVALID,CC593,EntityA,True,2023-01-05 17:00:00
ACC000115,Account_115,Equity,197198223.1397841,USD,CC732,EntityB,True,2023-01-05 18:00:00
ACC000116,Account_116,,197198223.1397841,INVALID,CC594,EntityB,True,2023-01-05 19:00:00
ACC000117,Account_117,Asset,69860.76,USD,CC980,EntityA,True,2023-01-05 20:00:00
ACC000118,Account_118,Asset,395578.25,USD,CC641,EntityC,True,2023-01-05 21:00:00
ACC000119,Account_119,Liability,136045.44,USD,CC556,EntityA,True,2023-01-05 22:00:00
ACC000120,Account_120,Asset,197198223.1397841,USD,CC149,EntityC,True,2023-01-05 23:00:00
ACC000121,Account_121,Equity,197198223.1397841,USD,CC602,EntityC,True,2023-01-06 00:00:00
ACC000122,Account_122,,,USD,CC251,EntityB,True,2023-01-06 01:00:00
ACC000123,Account_123,,,USD,CC751,EntityC,False,2023-01-06 02:00:00
ACC000124,Account_124,Equity,89001.83,USD,CC244,EntityB,True,2023-01-06 03:00:00
ACC000125,Account_125,Expense,212324.2,USD,CC915,EntityA,True,2023-01-06 04:00:00
ACC000126,CORRUPT_884248,Equity,276540.28,XXX,CC371,EntityA,False,2023-01-06 05:00:00
ACC000127,Account_127,Asset,250882.31,,CC490,EntityC,True,2023-01-06 06:00:00
ACC000128,Account_128,Revenue,197198223.1397841,,CC230,EntityB,True,2023-01-06 07:00:00
ACC000129,Account_129,Equity,326690.68,USD,CC289,EntityC,True,2023-01-06 08:00:00
ACC000130,Account_130,Revenue,197198223.1397841,,CC928,EntityA,True,2023-01-06 09:00:00
ACC000131,Account_131,Equity,,USD,CC355,EntityC,True,2023-01-06 10:00:00
ACC000132,Account_132,,,,CC561,EntityC,True,2023-01-06 11:00:00
ACC000133,Account_133,Asset,48504.34,INVALID,CC982,EntityA,True,2023-01-06 12:00:00
ACC000134,Account_134,Equity,197198223.1397841,USD,CC660,EntityB,True,2023-01-06 13:00:00
ACC000135,Account_135,Revenue,197198223.1397841,EUR,CC137,EntityC,True,2023-01-06 14:00:00
ACC000136,Account_136,Liability,197198223.1397841,EUR,CC421,EntityA,True,2023-01-06 15:00:00
ACC000137,Account_137,Revenue,12552979.751870908,EUR,CC447,EntityA,True,2023-01-06 16:00:00
ACC000138,Account_138,Asset,212963.69,USD,CC348,EntityA,True,2023-01-06 17:00:00
ACC000139,Account_139,Liability,26658.16,EUR,CC316,EntityB,True,2023-01-06 18:00:00
ACC000140,Account_140,Equity,336459.95,USD,CC552,EntityA,True,2023-01-06 19:00:00
ACC000141,Account_141,Expense,,USD,CC438,EntityB,True,2023-01-06 20:00:00
ACC000142,Account_142,Liability,197198223.1397841,USD,CC364,EntityC,True,2023-01-06 21:00:00
ACC000143,Account_143,,416227.92,GBP,CC471,EntityA,True,2023-01-06 22:00:00
ACC000144,Account_144,,,USD,CC408,EntityA,True,2023-01-06 23:00:00
ACC000145,Account_145,Expense,,XXX,CC305,EntityB,True,2023-01-07 00:00:00
ACC000146,Account_146,Expense,,USD,CC507,EntityA,True,2023-01-07 01:00:00
ACC000147,Account_147,Asset,374661.57,EUR,CC947,EntityA,True,2023-01-07 02:00:00
ACC000148,Account_148,Liability,400893.33,EUR,CC554,EntityA,True,2023-01-07 03:00:00
ACC000149,CORRUPT_106766,Expense,246137.47,EUR,CC637,EntityA,True,2023-01-07 04:00:00
ACC000150,Account_150,Asset,446622.48,USD,CC984,EntityC,True,2023-01-07 05:00:00
ACC000151,Account_151,Expense,72810.44,,CC651,EntityA,True,2023-01-07 06:00:00
ACC000152,Account_152,Liability,439655.32,,CC300,EntityB,True,2023-01-07 07:00:00
ACC000153,Account_153,Expense,48951.52,USD,CC458,EntityC,False,2023-01-07 08:00:00
ACC000154,Account_154,,197198223.1397841,USD,CC538,EntityB,True,2023-01-07 09:00:00
ACC000155,CORRUPT_595602,Equity,197198223.1397841,USD,CC526,EntityB,True,2023-01-07 10:00:00
ACC000156,Account_156,Revenue,197198223.1397841,USD,CC234,EntityB,True,2023-01-07 11:00:00
ACC000157,Account_157,Asset,27350.74,USD,CC195,EntityC,True,2023-01-07 12:00:00
ACC000158,Account_158,Equity,197198223.1397841,USD,CC414,EntityA,False,2023-01-07 13:00:00
ACC000159,Account_159,Equity,197198223.1397841,GBP,CC921,EntityA,True,2023-01-07 14:00:00
ACC000160,Account_160,Revenue,387537.32,USD,CC744,EntityC,True,2023-01-07 15:00:00
ACC000161,Account_161,Expense,18384.34,GBP,CC856,EntityA,True,2023-01-07 16:00:00
ACC000162,CORRUPT_882233,Revenue,197198223.1397841,,CC256,EntityA,True,2023-01-07 17:00:00
ACC000163,Account_163,Equity,197198223.1397841,USD,CC472,EntityA,True,2023-01-07 18:00:00
ACC000164,Account_164,Equity,12552979.751870908,EUR,CC622,EntityA,True,2023-01-07 19:00:00
ACC000165,CORRUPT_58454,Equity,74285.0,XXX,CC490,EntityA,True,2023-01-07 20:00:00
ACC000166,Account_166,Expense,197198223.1397841,USD,CC474,EntityB,True,2023-01-07 21:00:00
ACC000167,Account_167,Liability,411739.18,USD,CC423,EntityB,True,2023-01-07 22:00:00
ACC000168,CORRUPT_314711,Asset,269931.94,,CC146,EntityA,True,2023-01-07 23:00:00
ACC000169,Account_169,Liability,409780.74,USD,CC870,EntityC,True,2023-01-08 00:00:00
ACC000170,Account_170,Asset,47285.28,USD,CC938,EntityA,True,2023-01-08 01:00:00
ACC000171,Account_171,Asset,197846.28,GBP,CC172,EntityC,True,2023-01-08 02:00:00
ACC000172,Account_172,Asset,197198223.1397841,USD,CC471,EntityC,True,2023-01-08 03:00:00
ACC000173,Account_173,Revenue,197198223.1397841,EUR,CC565,EntityB,True,2023-01-08 04:00:00
ACC000174,CORRUPT_908616,Revenue,12552979.751870908,GBP,CC804,EntityB,True,2023-01-08 05:00:00
ACC000175,Account_175,Revenue,,USD,CC987,EntityA,True,2023-01-08 06:00:00
ACC000176,Account_176,,375382.73,USD,CC474,EntityA,True,2023-01-08 07:00:00
ACC000177,Account_177,Revenue,197198223.1397841,EUR,CC773,EntityC,True,2023-01-08 08:00:00
ACC000178,Account_178,,960572.29,USD,CC942,EntityB,False,2023-01-08 09:00:00
ACC000179,Account_179,Expense,110375.42,,CC846,EntityA,True,2023-01-08 10:00:00
ACC000180,Account_180,Equity,197198223.1397841,USD,CC361,EntityC,True,2023-01-08 11:00:00
ACC000181,Account_181,Expense,197198223.1397841,XXX,CC834,EntityC,True,2023-01-08 12:00:00
ACC000182,Account_182,Asset,12552979.751870908,,CC470,EntityA,True,2023-01-08 13:00:00
ACC000183,Account_183,Equity,197198223.1397841,USD,CC115,EntityA,True,2023-01-08 14:00:00
ACC000184,Account_184,,197198223.1397841,USD,CC782,EntityA,True,2023-01-08 15:00:00
ACC000185,Account_185,Equity,88497.91,,CC851,EntityA,True,2023-01-08 16:00:00
ACC000186,Account_186,Equity,,USD,CC408,EntityB,True,2023-01-08 17:00:00
ACC000187,Account_187,,197198223.1397841,EUR,CC505,EntityA,True,2023-01-08 18:00:00
ACC000188,Account_188,Liability,,,CC427,EntityB,True,2023-01-08 19:00:00
ACC000189,Account_189,Liability,69468.42,USD,CC205,EntityA,True,2023-01-08 20:00:00
ACC000190,CORRUPT_118573,Liability,327116.37,,CC994,EntityC,True,2023-01-08 21:00:00
ACC000191,Account_191,Revenue,224916.02,,CC120,EntityC,True,2023-01-08 22:00:00
ACC000192,Account_192,Revenue,197198223.1397841,USD,CC599,EntityB,True,2023-01-08 23:00:00
ACC000193,Account_193,Revenue,197198223.1397841,USD,CC113,EntityB,True,2023-01-09 00:00:00
ACC000194,Account_194,Liability,487822.23,USD,CC719,EntityA,True,2023-01-09 01:00:00
ACC000195,Account_195,Expense,12552979.751870908,USD,CC909,EntityA,True,2023-01-09 02:00:00
ACC000196,Account_196,Asset,96958.04,USD,CC678,EntityB,False,2023-01-09 03:00:00
ACC000197,Account_197,,,USD,CC644,EntityA,True,2023-01-09 04:00:00
ACC000198,Account_198,Asset,328380.87,USD,CC844,EntityB,True,2023-01-09 05:00:00
ACC000199,Account_199,Liability,145252.71,USD,CC975,EntityB,True,2023-01-09 06:00:00
ACC000200,Account_200,Expense,367627.84,GBP,CC874,EntityA,True,2023-01-09 07:00:00
ACC000201,Account_201,,197198223.1397841,EUR,CC308,EntityB,True,2023-01-09 08:00:00
ACC000202,CORRUPT_33483,Expense,197198223.1397841,,CC606,EntityB,True,2023-01-09 09:00:00
ACC000203,Account_203,Equity,,GBP,CC836,EntityC,True,2023-01-09 10:00:00
ACC000204,Account_204,,355555.85,USD,CC364,EntityA,False,2023-01-09 11:00:00
ACC000205,Account_205,Equity,14262.3,GBP,CC707,EntityB,True,2023-01-09 12:00:00
ACC000206,Account_206,Liability,,USD,CC120,EntityC,True,2023-01-09 13:00:00
ACC000207,CORRUPT_559722,Revenue,301177.67,USD,CC888,EntityA,True,2023-01-09 14:00:00
ACC000208,Account_208,Expense,243609.85,,CC652,EntityC,True,2023-01-09 15:00:00
ACC000209,Account_209,Liability,,USD,CC768,EntityC,True,2023-01-09 16:00:00
ACC000210,Account_210,Revenue,197198223.1397841,USD,CC842,EntityB,True,2023-01-09 17:00:00
ACC000211,Account_211,Liability,379197.25,USD,CC296,EntityC,True,2023-01-09 18:00:00
ACC000212,Account_212,Revenue,413479.13,EUR,CC505,EntityC,True,2023-01-09 19:00:00
ACC000213,Account_213,Revenue,281050.31,,CC871,EntityA,True,2023-01-09 20:00:00
ACC000214,Account_214,,197198223.1397841,USD,CC248,EntityC,True,2023-01-09 21:00:00
ACC000215,Account_215,,136077.68,USD,CC839,EntityA,True,2023-01-09 22:00:00
ACC000216,CORRUPT_537829,Liability,261437.32,EUR,CC358,EntityA,True,2023-01-09 23:00:00
ACC000217,Account_217,Asset,158060.06,USD,CC617,EntityA,True,2023-01-10 00:00:00
ACC000218,Account_218,Asset,282483.47,USD,CC558,EntityB,True,2023-01-10 01:00:00
ACC000219,Account_219,Equity,197198223.1397841,USD,CC717,EntityC,True,2023-01-10 02:00:00
ACC000220,Account_220,Expense,,,CC852,EntityB,True,2023-01-10 03:00:00
ACC000221,CORRUPT_382997,Asset,,USD,CC413,EntityB,True,2023-01-10 04:00:00
ACC000222,Account_222,Equity,106926.29,EUR,CC254,EntityA,True,2023-01-10 05:00:00
ACC000223,Account_223,Revenue,,EUR,CC480,EntityB,True,2023-01-10 06:00:00
ACC000224,Account_224,Liability,323499.09,,CC650,EntityB,True,2023-01-10 07:00:00
ACC000225,Account_225,Revenue,86808.22,USD,CC774,EntityB,True,2023-01-10 08:00:00
ACC000226,Account_226,Liability,445241.72,EUR,CC777,EntityA,True,2023-01-10 09:00:00
ACC000227,Account_227,Expense,197198223.1397841,USD,CC405,EntityA,True,2023-01-10 10:00:00
ACC000228,Account_228,Equity,197198223.1397841,USD,CC941,EntityC,True,2023-01-10 11:00:00
ACC000229,Account_229,Equity,467835.43,USD,CC174,EntityB,True,2023-01-10 12:00:00
ACC000230,Account_230,Asset,197198223.1397841,USD,CC204,EntityB,False,2023-01-10 13:00:00
ACC000231,Account_231,,197198223.1397841,USD,CC122,EntityA,True,2023-01-10 14:00:00
ACC000232,Account_232,Expense,12552979.751870908,USD,CC932,EntityC,True,2023-01-10 15:00:00
ACC000233,CORRUPT_951043,,98547.77,USD,CC261,EntityB,True,2023-01-10 16:00:00
ACC000234,Account_234,Revenue,,USD,CC640,EntityB,True,2023-01-10 17:00:00
ACC000235,Account_235,Equity,107832.05,,CC830,EntityC,True,2023-01-10 18:00:00
ACC000236,Account_236,Revenue,50479.33,XXX,CC789,EntityA,True,2023-01-10 19:00:00
ACC000237,Account_237,Revenue,104285.59,GBP,CC953,EntityB,True,2023-01-10 20:00:00
ACC000238,Account_238,Equity,197198223.1397841,USD,CC148,EntityC,True,2023-01-10 21:00:00
ACC000239,CORRUPT_427428,,,,CC465,EntityB,True,2023-01-10 22:00:00
ACC000240,Account_240,,68211.32,USD,CC555,EntityA,True,2023-01-10 23:00:00
ACC000241,CORRUPT_556729,Asset,,EUR,CC725,EntityA,True,2023-01-11 00:00:00
ACC000242,Account_242,Equity,160878.2,USD,CC659,EntityA,True,2023-01-11 01:00:00
ACC000243,Account_243,Asset,,GBP,CC603,EntityB,True,2023-01-11 02:00:00
ACC000244,Account_244,,197198223.1397841,USD,CC375,EntityB,True,2023-01-11 03:00:00
ACC000245,Account_245,,179327.44,USD,CC195,EntityA,True,2023-01-11 04:00:00
ACC000246,Account_246,Asset,197198223.1397841,USD,CC488,EntityC,False,2023-01-11 05:00:00
ACC000247,Account_247,,305632.05,USD,CC333,EntityA,True,2023-01-11 06:00:00
ACC000248,Account_248,,,EUR,CC598,EntityB,True,2023-01-11 07:00:00
ACC000249,Account_249,Revenue,,EUR,CC816,EntityC,True,2023-01-11 08:00:00
ACC000250,Account_250,Asset,197198223.1397841,USD,CC596,EntityA,True,2023-01-11 09:00:00
ACC000251,Account_251,,197198223.1397841,GBP,CC624,EntityA,True,2023-01-11 10:00:00
ACC000252,Account_252,Equity,197198223.1397841,USD,CC137,EntityA,True,2023-01-11 11:00:00
ACC000253,Account_253,,58547.89,USD,CC679,EntityB,True,2023-01-11 12:00:00
ACC000254,Account_254,Liability,,USD,CC495,EntityA,True,2023-01-11 13:00:00
ACC000255,CORRUPT_536485,Revenue,61862.51,USD,CC211,EntityC,True,2023-01-11 14:00:00
ACC000256,Account_256,Asset,426338.78,EUR,CC292,EntityA,True,2023-01-11 15:00:00
ACC000257,Account_257,Revenue,12552979.751870908,,CC801,EntityC,True,2023-01-11 16:00:00
ACC000258,Account_258,Asset,197198223.1397841,USD,CC924,EntityB,True,2023-01-11 17:00:00
ACC000259,Account_259,Asset,263504.2,INVALID,CC556,EntityA,True,2023-01-11 18:00:00
ACC000260,CORRUPT_404154,Equity,498341.93,USD,CC977,EntityA,True,2023-01-11 19:00:00
ACC000261,Account_261,Revenue,23043.38,USD,CC261,EntityA,True,2023-01-11 20:00:00
ACC000262,Account_262,,201231.22,USD,CC369,EntityA,True,2023-01-11 21:00:00
ACC000263,Account_263,Liability,162644.4,USD,CC936,EntityA,True,2023-01-11 22:00:00
ACC000264,Account_264,Expense,474374.1,USD,CC257,EntityB,True,2023-01-11 23:00:00
ACC000265,CORRUPT_609770,Expense,288853.62,,CC692,EntityA,True,2023-01-12 00:00:00
ACC000266,Account_266,Equity,,USD,CC297,EntityC,True,2023-01-12 01:00:00
ACC000267,Account_267,Equity,86000.26,USD,CC397,EntityA,True,2023-01-12 02:00:00
ACC000268,CORRUPT_907414,Liability,197198223.1397841,INVALID,CC529,EntityA,True,2023-01-12 03:00:00
ACC000269,Account_269,Revenue,249821.13,,CC423,EntityA,True,2023-01-12 04:00:00
ACC000270,Account_270,Equity,197198223.1397841,USD,CC886,EntityA,True,2023-01-12 05:00:00
ACC000271,Account_271,Liability,,,CC974,EntityC,True,2023-01-12 06:00:00
ACC000272,Account_272,,190985.45,USD,CC549,EntityA,True,2023-01-12 07:00:00
ACC000273,Account_273,Asset,,USD,CC572,EntityA,True,2023-01-12 08:00:00
ACC000274,Account_274,Expense,292791.6,EUR,CC149,EntityC,True,2023-01-12 09:00:00
ACC000275,Account_275,,12552979.751870908,EUR,CC310,EntityB,True,2023-01-12 10:00:00
ACC000276,Account_276,Equity,161221.73,EUR,CC135,EntityA,True,2023-01-12 11:00:00
ACC000277,Account_277,Equity,,USD,CC870,EntityC,True,2023-01-12 12:00:00
ACC000278,Account_278,Revenue,52538.46,USD,CC304,EntityA,True,2023-01-12 13:00:00
ACC000279,Account_279,Asset,197198223.1397841,USD,CC406,EntityA,True,2023-01-12 14:00:00
ACC000280,Account_280,Asset,295076.25,,CC857,EntityB,True,2023-01-12 15:00:00
ACC000281,CORRUPT_214338,,197198223.1397841,USD,CC741,EntityC,True,2023-01-12 16:00:00
ACC000282,Account_282,Equity,197198223.1397841,USD,CC658,EntityA,True,2023-01-12 17:00:00
ACC000283,Account_283,Revenue,197198223.1397841,USD,CC134,EntityC,True,2023-01-12 18:00:00
ACC000284,Account_284,Equity,197198223.1397841,USD,CC606,EntityA,True,2023-01-12 19:00:00
ACC000285,Account_285,Equity,463457.93,,CC604,EntityC,True,2023-01-12 20:00:00
ACC000286,Account_286,Expense,466457.03,USD,CC386,EntityA,True,2023-01-12 21:00:00
ACC000287,Account_287,Asset,196354.5,,CC769,EntityB,True,2023-01-12 22:00:00
ACC000288,Account_288,Equity,,USD,CC935,EntityB,True,2023-01-12 23:00:00
ACC000289,Account_289,Equity,197198223.1397841,,CC332,EntityA,True,2023-01-13 00:00:00
ACC000290,Account_290,,284399.18,,CC397,EntityB,True,2023-01-13 01:00:00
ACC000291,Account_291,,197198223.1397841,,CC389,EntityC,True,2023-01-13 02:00:00
