account_id,account_name,account_type,balance,currency,cost_center,entity,is_active,last_updated
ACC000034,Account_34,Equity,9224.62,USD,CC561,EntityB,True,2023-01-02 09:00:00
ACC000035,Account_35,Expense,479088.2,USD,CC239,EntityA,True,2023-01-02 10:00:00
ACC000036,Account_36,Asset,293216.28,GBP,CC394,EntityC,True,2023-01-02 11:00:00
ACC000037,Account_37,Expense,,USD,CC545,EntityB,True,2023-01-02 12:00:00
ACC000038,Account_38,Expense,189263.64,EUR,CC193,EntityA,True,2023-01-02 13:00:00
ACC000039,Account_39,Liability,7186.21,USD,CC305,EntityC,True,2023-01-02 14:00:00
ACC000040,Account_40,Revenue,255357.6,USD,CC282,EntityB,True,2023-01-02 15:00:00
ACC000041,Account_41,Asset,254087.87,GBP,CC974,EntityC,True,2023-01-02 16:00:00
ACC000042,Account_42,Revenue,219057.65,USD,CC460,EntityC,True,2023-01-02 17:00:00
ACC000043,Account_43,Revenue,12318571.828052938,USD,CC890,EntityA,True,2023-01-02 18:00:00
ACC000044,Account_44,Liability,125663.22,GBP,CC595,EntityC,True,2023-01-02 19:00:00
ACC000045,Account_45,Asset,264244.89,USD,CC554,EntityC,True,2023-01-02 20:00:00
ACC000046,Account_46,Expense,188263.79,USD,CC943,EntityC,True,2023-01-02 21:00:00
ACC000047,Account_47,Equity,484996.01,USD,CC722,EntityA,True,2023-01-02 22:00:00
ACC000048,Account_48,Expense,87290.73,USD,CC315,EntityC,True,2023-01-02 23:00:00
ACC000049,Account_49,Revenue,160513.12,USD,CC353,EntityC,True,2023-01-03 00:00:00
ACC000050,Account_50,Revenue,147686.27,USD,CC698,EntityC,True,2023-01-03 01:00:00
ACC000051,Account_51,Revenue,272111.28,EUR,CC102,EntityB,True,2023-01-03 02:00:00
ACC000052,Account_52,Asset,250140.85,USD,CC237,EntityC,True,2023-01-03 03:00:00
ACC000053,Account_53,Liability,322226.49,USD,CC166,EntityB,True,2023-01-03 04:00:00
ACC000054,Account_54,Equity,475050.88,USD,CC741,EntityA,True,2023-01-03 05:00:00
ACC000055,Account_55,Equity,143325.32,,CC496,EntityC,True,2023-01-03 06:00:00
ACC000056,Account_56,Asset,346693.01,GBP,CC110,EntityB,True,2023-01-03 07:00:00
ACC000057,Account_57,Equity,,USD,CC766,EntityA,True,2023-01-03 08:00:00
ACC000058,Account_58,Asset,131931.85,USD,CC689,EntityB,True,2023-01-03 09:00:00
ACC000059,Account_59,Revenue,232396.14,EUR,CC746,EntityA,True,2023-01-03 10:00:00
ACC000060,Account_60,Revenue,12318571.828052938,EUR,CC246,EntityB,True,2023-01-03 11:00:00
ACC000061,Account_61,Expense,309217.06,GBP,CC886,EntityB,True,2023-01-03 12:00:00
ACC000062,Account_62,Revenue,339476.99,USD,CC262,EntityC,True,2023-01-03 13:00:00
ACC000063,Account_63,Liability,,USD,CC613,EntityC,True,2023-01-03 14:00:00
ACC000064,Account_64,Expense,258770.68,USD,CC602,EntityB,True,2023-01-03 15:00:00
ACC000065,Account_65,Equity,302368.39,USD,CC296,EntityC,True,2023-01-03 16:00:00
ACC000066,Account_66,Liability,198636.56,EUR,CC437,EntityA,True,2023-01-03 17:00:00
ACC000067,Account_67,Expense,21585.26,USD,CC146,EntityC,True,2023-01-03 18:00:00
ACC000068,Account_68,Liability,50875.98,USD,CC523,EntityA,True,2023-01-03 19:00:00
ACC000069,Account_69,Asset,327842.97,GBP,CC708,EntityC,True,2023-01-03 20:00:00
ACC000070,Account_70,Equity,497782.09,GBP,CC377,EntityC,True,2023-01-03 21:00:00
ACC000071,Account_71,Revenue,8885.82,,CC583,EntityA,True,2023-01-03 22:00:00
ACC000072,Account_72,Asset,12318571.828052938,GBP,CC957,EntityA,True,2023-01-03 23:00:00
ACC000073,Account_73,Equity,375753.37,USD,CC310,EntityC,True,2023-01-04 00:00:00
ACC000074,Account_74,Asset,,USD,CC361,EntityC,True,2023-01-04 01:00:00
ACC000075,Account_75,Revenue,273057.25,USD,CC207,EntityC,True,2023-01-04 02:00:00
ACC000076,Account_76,Equity,,GBP,CC587,EntityA,True,2023-01-04 03:00:00
ACC000077,Account_77,Liability,348665.75,GBP,CC283,EntityB,True,2023-01-04 04:00:00
ACC000078,Account_78,Liability,429624.16,USD,CC868,EntityB,True,2023-01-04 05:00:00
ACC000079,Account_79,Equity,62022.48,USD,CC361,EntityC,True,2023-01-04 06:00:00
ACC000080,Account_80,Revenue,463164.92,USD,CC697,EntityC,True,2023-01-04 07:00:00
ACC000081,Account_81,Expense,13982.68,USD,CC270,EntityC,True,2023-01-04 08:00:00
ACC000082,Account_82,Equity,418263.68,EUR,CC390,EntityB,False,2023-01-04 09:00:00
ACC000083,Account_83,Asset,39293.47,USD,CC253,EntityA,True,2023-01-04 10:00:00
ACC000084,Account_84,Expense,98119.48,EUR,CC596,EntityC,True,2023-01-04 11:00:00
ACC000085,Account_85,Revenue,12318571.828052938,USD,CC124,EntityA,True,2023-01-04 12:00:00
ACC000086,Account_86,Revenue,251923.47,USD,CC174,EntityA,False,2023-01-04 13:00:00
ACC000087,Account_87,Asset,167845.25,USD,CC550,EntityA,True,2023-01-04 14:00:00
ACC000088,Account_88,Liability,83830.46,GBP,CC590,EntityB,True,2023-01-04 15:00:00
ACC000089,Account_89,Revenue,226093.99,USD,CC396,EntityA,True,2023-01-04 16:00:00
ACC000090,Account_90,Expense,201783.07,USD,CC487,EntityB,True,2023-01-04 17:00:00
ACC000091,Account_91,Equity,384062.86,USD,CC474,EntityA,True,2023-01-04 18:00:00
ACC000092,Account_92,Expense,446672.02,GBP,CC781,EntityC,True,2023-01-04 19:00:00
ACC000093,Account_93,Expense,326631.06,EUR,CC501,EntityB,True,2023-01-04 20:00:00
ACC000094,Account_94,Liability,63080.78,EUR,CC862,EntityA,True,2023-01-04 21:00:00
ACC000095,Account_95,Expense,148400.01,USD,CC295,EntityC,True,2023-01-04 22:00:00
ACC000096,Account_96,Liability,456745.83,EUR,CC279,EntityB,True,2023-01-04 23:00:00
ACC000097,Account_97,Liability,,USD,CC462,EntityA,True,2023-01-05 00:00:00
ACC000098,Account_98,Revenue,204021.06,EUR,CC173,EntityB,True,2023-01-05 01:00:00
ACC000099,Account_99,Revenue,471309.8,USD,CC703,EntityC,True,2023-01-05 02:00:00
ACC000100,Account_100,Asset,475381.76,USD,CC451,EntityC,True,2023-01-05 03:00:00
ACC000101,Account_101,Expense,206190.39,GBP,CC429,EntityB,True,2023-01-05 04:00:00
ACC000102,Account_102,Asset,334031.05,GBP,CC580,EntityC,True,2023-01-05 05:00:00
ACC000103,Account_103,Expense,228916.05,USD,CC173,EntityA,True,2023-01-05 06:00:00
ACC000104,Account_104,Asset,376976.81,USD,CC438,EntityC,True,2023-01-05 07:00:00
ACC000105,Account_105,Revenue,16759.08,EUR,CC974,EntityC,True,2023-01-05 08:00:00
ACC000106,Account_106,Revenue,72934.42,GBP,CC665,EntityB,True,2023-01-05 09:00:00
ACC000107,Account_107,Revenue,307485.2,EUR,CC616,EntityB,True,2023-01-05 10:00:00
ACC000108,Account_108,Revenue,117043.58,USD,CC554,EntityB,True,2023-01-05 11:00:00
ACC000109,Account_109,Equity,12318571.828052938,USD,CC521,EntityA,True,2023-01-05 12:00:00
ACC000110,Account_110,Revenue,176260.24,EUR,CC942,EntityC,True,2023-01-05 13:00:00
ACC000111,Account_111,Liability,443436.13,EUR,CC936,EntityC,True,2023-01-05 14:00:00
ACC000112,Account_112,Revenue,409810.43,EUR,CC468,EntityC,True,2023-01-05 15:00:00
ACC000113,Account_113,Equity,246926.06,USD,CC931,EntityA,True,2023-01-05 16:00:00
ACC000114,Account_114,Equity,386674.65,USD,CC174,EntityC,True,2023-01-05 17:00:00
ACC000115,Account_115,Equity,136297.81,USD,CC387,EntityB,True,2023-01-05 18:00:00
ACC000116,Account_116,Equity,247635.63,EUR,CC371,EntityC,True,2023-01-05 19:00:00
ACC000117,Account_117,Asset,,USD,CC726,EntityC,True,2023-01-05 20:00:00
ACC000118,Account_118,Asset,12318571.828052938,USD,CC644,EntityC,True,2023-01-05 21:00:00
ACC000119,Account_119,Liability,411710.74,EUR,CC524,EntityC,True,2023-01-05 22:00:00
ACC000120,Account_120,Asset,451172.68,EUR,CC330,EntityA,True,2023-01-05 23:00:00
ACC000121,Account_121,Equity,438861.01,USD,CC555,EntityA,True,2023-01-06 00:00:00
ACC000122,Account_122,Revenue,12318571.828052938,INVALID,CC341,EntityA,True,2023-01-06 01:00:00
ACC000123,Account_123,Revenue,114939.78,USD,CC547,EntityB,True,2023-01-06 02:00:00
ACC000124,Account_124,Equity,12318571.828052938,USD,CC405,EntityC,True,2023-01-06 03:00:00
ACC000125,Account_125,Expense,286035.38,,CC898,EntityC,False,2023-01-06 04:00:00
ACC000126,Account_126,Equity,211825.05,USD,CC770,EntityB,True,2023-01-06 05:00:00
ACC000127,Account_127,Asset,280626.57,GBP,CC257,EntityC,True,2023-01-06 06:00:00
ACC000128,Account_128,Revenue,171958.58,GBP,CC945,EntityA,True,2023-01-06 07:00:00
ACC000129,Account_129,Equity,144987.95,,CC692,EntityB,False,2023-01-06 08:00:00
ACC000130,Account_130,Revenue,121415.85,EUR,CC414,EntityB,True,2023-01-06 09:00:00
ACC000131,Account_131,Equity,42131.57,USD,CC576,EntityA,True,2023-01-06 10:00:00
ACC000132,Account_132,Equity,248785.88,,CC275,EntityB,True,2023-01-06 11:00:00
ACC000133,Account_133,Asset,443993.08,,CC142,EntityC,True,2023-01-06 12:00:00
ACC000134,Account_134,Equity,12318571.828052938,USD,CC478,EntityC,True,2023-01-06 13:00:00
ACC000135,Account_135,Revenue,260966.84,USD,CC803,EntityC,False,2023-01-06 14:00:00
ACC000136,Account_136,Liability,214867.87,USD,CC416,EntityC,True,2023-01-06 15:00:00
ACC000137,Account_137,Revenue,232736.41,USD,CC445,EntityB,True,2023-01-06 16:00:00
ACC000138,Account_138,Asset,,GBP,CC990,EntityA,True,2023-01-06 17:00:00
ACC000139,Account_139,Liability,667750.46,USD,CC987,EntityC,False,2023-01-06 18:00:00
ACC000140,Account_140,Equity,99993.1,USD,CC517,EntityB,True,2023-01-06 19:00:00
ACC000141,Account_141,Expense,358594.76,USD,CC139,EntityB,True,2023-01-06 20:00:00
ACC000142,Account_142,Liability,,GBP,CC710,EntityA,True,2023-01-06 21:00:00
ACC000143,Account_143,Liability,287859.65,USD,CC742,EntityC,True,2023-01-06 22:00:00
ACC000144,Account_144,Equity,431600.26,EUR,CC921,EntityC,True,2023-01-06 23:00:00
ACC000145,Account_145,Expense,146234.13,USD,CC952,EntityC,True,2023-01-07 00:00:00
ACC000146,Account_146,Expense,440926.99,USD,CC665,EntityA,True,2023-01-07 01:00:00
ACC000147,Account_147,Asset,364975.82,USD,CC196,EntityC,True,2023-01-07 02:00:00
ACC000148,Account_148,Liability,399576.16,USD,CC324,EntityB,True,2023-01-07 03:00:00
ACC000149,Account_149,Expense,332625.28,USD,CC744,EntityA,True,2023-01-07 04:00:00
ACC000150,Account_150,Asset,12318571.828052938,EUR,CC646,EntityB,True,2023-01-07 05:00:00
ACC000151,Account_151,Expense,496556.33,EUR,CC491,EntityB,True,2023-01-07 06:00:00
ACC000152,Account_152,Liability,210661.26,USD,CC461,EntityB,True,2023-01-07 07:00:00
ACC000153,Account_153,Expense,407143.93,USD,CC737,EntityA,True,2023-01-07 08:00:00
ACC000154,Account_154,Liability,372545.3,USD,CC479,EntityB,True,2023-01-07 09:00:00
ACC000155,Account_155,Equity,226982.21,USD,CC239,EntityC,True,2023-01-07 10:00:00
ACC000156,Account_156,Revenue,463547.55,EUR,CC980,EntityC,True,2023-01-07 11:00:00
ACC000157,Account_157,Asset,,EUR,CC414,EntityC,True,2023-01-07 12:00:00
ACC000158,Account_158,Equity,283167.49,,CC350,EntityB,True,2023-01-07 13:00:00
ACC000159,Account_159,Equity,53865.24,,CC162,EntityC,True,2023-01-07 14:00:00
ACC000160,Account_160,Revenue,12318571.828052938,USD,CC521,EntityA,True,2023-01-07 15:00:00
ACC000161,Account_161,Expense,420507.39,USD,CC986,EntityC,True,2023-01-07 16:00:00
ACC000162,Account_162,Revenue,198879.81,GBP,CC243,EntityB,True,2023-01-07 17:00:00
ACC000163,Account_163,Equity,197647.96,USD,CC319,EntityB,True,2023-01-07 18:00:00
ACC000164,Account_164,Equity,123744.53,GBP,CC260,EntityB,True,2023-01-07 19:00:00
ACC000165,Account_165,Equity,246313.56,USD,CC184,EntityC,True,2023-01-07 20:00:00
ACC000166,Account_166,Expense,403102.66,USD,CC642,EntityA,True,2023-01-07 21:00:00
ACC000167,Account_167,Liability,447686.89,EUR,CC368,EntityB,True,2023-01-07 22:00:00
ACC000168,Account_168,Asset,35987.1,USD,CC775,EntityC,True,2023-01-07 23:00:00
ACC000169,Account_169,Liability,287835.54,USD,CC460,EntityB,True,2023-01-08 00:00:00
ACC000170,Account_170,Asset,234169.41,USD,CC672,EntityA,True,2023-01-08 01:00:00
ACC000171,Account_171,Asset,307526.64,GBP,CC180,EntityB,True,2023-01-08 02:00:00
ACC000172,Account_172,Asset,224190.57,,CC396,EntityC,True,2023-01-08 03:00:00
ACC000173,Account_173,Revenue,199923.77,GBP,CC472,EntityC,True,2023-01-08 04:00:00
ACC000174,Account_174,Revenue,236468.48,USD,CC153,EntityA,True,2023-01-08 05:00:00
ACC000175,Account_175,Revenue,291417.57,USD,CC476,EntityB,True,2023-01-08 06:00:00
ACC000176,Account_176,Equity,250990.62,USD,CC522,EntityC,True,2023-01-08 07:00:00
ACC000177,Account_177,Revenue,236600.08,USD,CC463,EntityA,True,2023-01-08 08:00:00
ACC000178,Account_178,Asset,409099.82,GBP,CC553,EntityA,True,2023-01-08 09:00:00
ACC000179,Account_179,Expense,373078.35,GBP,CC816,EntityA,True,2023-01-08 10:00:00
ACC000180,Account_180,Equity,171347.87,XXX,CC792,EntityB,True,2023-01-08 11:00:00
ACC000181,Account_181,Expense,400487.98,GBP,CC112,EntityB,True,2023-01-08 12:00:00
ACC000182,Account_182,Asset,426971.68,,CC675,EntityA,True,2023-01-08 13:00:00
ACC000183,Account_183,Equity,77592.61,USD,CC912,EntityA,True,2023-01-08 14:00:00
ACC000184,Account_184,Revenue,291758.55,EUR,CC883,EntityB,True,2023-01-08 15:00:00
ACC000185,Account_185,Equity,143370.68,USD,CC390,EntityC,True,2023-01-08 16:00:00
ACC000186,Account_186,Equity,369846.99,EUR,CC803,EntityA,True,2023-01-08 17:00:00
ACC000187,Account_187,Asset,120153.88,USD,CC820,EntityB,True,2023-01-08 18:00:00
ACC000188,Account_188,Liability,336030.36,USD,CC428,EntityC,True,2023-01-08 19:00:00
ACC000189,Account_189,Liability,128307.2,INVALID,CC881,EntityB,True,2023-01-08 20:00:00
ACC000190,Account_190,Liability,256060.74,USD,CC668,EntityB,True,2023-01-08 21:00:00
ACC000191,Account_191,Revenue,474374.59,USD,CC775,EntityA,True,2023-01-08 22:00:00
ACC000192,Account_192,Revenue,191272.46,USD,CC771,EntityC,True,2023-01-08 23:00:00
ACC000193,Account_193,Revenue,564615.76,USD,CC802,EntityC,False,2023-01-09 00:00:00
ACC000194,Account_194,Liability,493485.35,USD,CC960,EntityC,True,2023-01-09 01:00:00
ACC000195,Account_195,Expense,437550.57,USD,CC870,EntityC,True,2023-01-09 02:00:00
ACC000196,Account_196,Asset,83767.15,USD,CC479,EntityB,True,2023-01-09 03:00:00
ACC000197,Account_197,Liability,410009.45,USD,CC605,EntityB,True,2023-01-09 04:00:00
ACC000198,Account_198,Asset,12318571.828052938,EUR,CC682,EntityC,True,2023-01-09 05:00:00
ACC000199,Account_199,Liability,197257.64,USD,CC870,EntityA,True,2023-01-09 06:00:00
ACC000200,Account_200,Expense,12318571.828052938,USD,CC453,EntityA,True,2023-01-09 07:00:00
ACC000201,Account_201,Liability,344687.35,USD,CC381,EntityA,True,2023-01-09 08:00:00
ACC000202,Account_202,Expense,266837.47,USD,CC763,EntityB,False,2023-01-09 09:00:00
ACC000203,Account_203,Equity,194544.15,USD,CC957,EntityA,True,2023-01-09 10:00:00
ACC000204,Account_204,Revenue,406336.18,USD,CC919,EntityB,True,2023-01-09 11:00:00
ACC000205,Account_205,Equity,355069.64,USD,CC233,EntityB,True,2023-01-09 12:00:00
ACC000206,Account_206,Liability,234734.25,USD,CC926,EntityC,True,2023-01-09 13:00:00
ACC000207,Account_207,Revenue,446349.68,USD,CC809,EntityB,True,2023-01-09 14:00:00
ACC000208,Account_208,Expense,115744.06,USD,CC241,EntityA,True,2023-01-09 15:00:00
ACC000209,Account_209,Liability,86025.36,USD,CC105,EntityC,True,2023-01-09 16:00:00
ACC000210,Account_210,Revenue,321759.08,USD,CC283,EntityB,True,2023-01-09 17:00:00
ACC000211,Account_211,Liability,486025.18,USD,CC935,EntityA,False,2023-01-09 18:00:00
ACC000212,Account_212,Revenue,124381.03,EUR,CC778,EntityB,True,2023-01-09 19:00:00
ACC000213,Account_213,Revenue,125585.52,USD,CC617,EntityA,False,2023-01-09 20:00:00
ACC000214,Account_214,Equity,70609.93,USD,CC667,EntityB,True,2023-01-09 21:00:00
ACC000215,Account_215,Revenue,430421.21,USD,CC471,EntityC,True,2023-01-09 22:00:00
ACC000216,Account_216,Liability,113972.37,USD,CC913,EntityA,True,2023-01-09 23:00:00
ACC000217,Account_217,Asset,252086.08,USD,CC240,EntityC,True,2023-01-10 00:00:00
ACC000218,Account_218,Asset,495445.37,EUR,CC382,EntityB,True,2023-01-10 01:00:00
ACC000219,Account_219,Equity,7058.31,EUR,CC280,EntityC,True,2023-01-10 02:00:00
ACC000220,Account_220,Expense,,USD,CC862,EntityC,True,2023-01-10 03:00:00
ACC000221,Account_221,Asset,256632.23,USD,CC585,EntityC,True,2023-01-10 04:00:00
ACC000222,Account_222,Equity,403916.24,EUR,CC714,EntityA,True,2023-01-10 05:00:00
ACC000223,Account_223,Revenue,178285.49,USD,CC926,EntityC,True,2023-01-10 06:00:00
ACC000224,Account_224,Liability,205760.34,USD,CC275,EntityB,True,2023-01-10 07:00:00
ACC000225,Account_225,Revenue,84801.05,EUR,CC967,EntityC,True,2023-01-10 08:00:00
ACC000226,Account_226,Liability,370666.8,USD,CC213,EntityC,True,2023-01-10 09:00:00
ACC000227,Account_227,Expense,392569.75,USD,CC778,EntityB,True,2023-01-10 10:00:00
ACC000228,Account_228,Equity,12318571.828052938,USD,CC731,EntityC,False,2023-01-10 11:00:00
ACC000229,Account_229,Equity,197335.08,USD,CC842,EntityB,False,2023-01-10 12:00:00
ACC000230,Account_230,Asset,446559.59,USD,CC242,EntityA,True,2023-01-10 13:00:00
ACC000231,Account_231,Equity,2350.93,USD,CC962,EntityC,True,2023-01-10 14:00:00
ACC000232,Account_232,Expense,,USD,CC814,EntityB,True,2023-01-10 15:00:00
ACC000233,Account_233,Asset,277966.1,INVALID,CC199,EntityA,True,2023-01-10 16:00:00
ACC000234,Account_234,Revenue,167712.84,USD,CC600,EntityA,True,2023-01-10 17:00:00
ACC000235,Account_235,Equity,136750.55,EUR,CC834,EntityC,True,2023-01-10 18:00:00
ACC000236,Account_236,Revenue,230558.7,USD,CC528,EntityC,False,2023-01-10 19:00:00
ACC000237,Account_237,Revenue,91580.03,EUR,CC442,EntityC,True,2023-01-10 20:00:00
ACC000238,Account_238,Equity,265283.0,USD,CC347,EntityB,True,2023-01-10 21:00:00
ACC000239,Account_239,Liability,353641.26,USD,CC563,EntityA,True,2023-01-10 22:00:00
ACC000240,Account_240,Revenue,288072.18,USD,CC984,EntityB,True,2023-01-10 23:00:00
ACC000241,Account_241,Asset,47461.56,USD,CC646,EntityA,True,2023-01-11 00:00:00
ACC000242,Account_242,Equity,422359.9,USD,CC749,EntityA,True,2023-01-11 01:00:00
ACC000243,Account_243,Asset,88313.94,EUR,CC800,EntityA,True,2023-01-11 02:00:00
ACC000244,Account_244,Revenue,382641.19,GBP,CC799,EntityB,True,2023-01-11 03:00:00
ACC000245,Account_245,Revenue,180921.99,EUR,CC460,EntityA,True,2023-01-11 04:00:00
ACC000246,Account_246,Asset,391597.91,USD,CC791,EntityA,True,2023-01-11 05:00:00
ACC000247,Account_247,Revenue,103930.18,USD,CC394,EntityA,True,2023-01-11 06:00:00
ACC000248,Account_248,Equity,12318571.828052938,USD,CC625,EntityC,True,2023-01-11 07:00:00
ACC000249,Account_249,Revenue,249015.9,USD,CC371,EntityB,True,2023-01-11 08:00:00
ACC000250,Account_250,Asset,17435.07,EUR,CC944,EntityB,True,2023-01-11 09:00:00
ACC000251,Account_251,Asset,113423.37,EUR,CC756,EntityB,True,2023-01-11 10:00:00
ACC000252,Account_252,Equity,362282.11,USD,CC624,EntityB,True,2023-01-11 11:00:00
ACC000253,Account_253,Asset,418854.36,GBP,CC505,EntityB,True,2023-01-11 12:00:00
ACC000254,Account_254,Liability,41311.9,EUR,CC567,EntityC,True,2023-01-11 13:00:00
ACC000255,Account_255,Revenue,441156.78,USD,CC801,EntityC,True,2023-01-11 14:00:00
ACC000256,Account_256,Asset,,GBP,CC346,EntityA,True,2023-01-11 15:00:00
ACC000257,Account_257,Revenue,434972.46,,CC844,EntityC,True,2023-01-11 16:00:00
ACC000258,Account_258,Asset,349515.85,USD,CC353,EntityA,True,2023-01-11 17:00:00
ACC000259,Account_259,Asset,337402.38,USD,CC227,EntityA,True,2023-01-11 18:00:00
ACC000260,Account_260,Equity,263021.52,USD,CC762,EntityB,True,2023-01-11 19:00:00
ACC000261,Account_261,Revenue,326740.83,USD,CC736,EntityB,True,2023-01-11 20:00:00
ACC000262,Account_262,Asset,459635.72,GBP,CC400,EntityC,True,2023-01-11 21:00:00
ACC000263,Account_263,Liability,51160.48,USD,CC683,EntityC,True,2023-01-11 22:00:00
ACC000264,Account_264,Expense,158566.47,USD,CC755,EntityA,True,2023-01-11 23:00:00
ACC000265,Account_265,Expense,37155.03,USD,CC808,EntityB,True,2023-01-12 00:00:00
ACC000266,Account_266,Equity,472457.78,USD,CC956,EntityC,True,2023-01-12 01:00:00
ACC000267,Account_267,Equity,223187.47,EUR,CC868,EntityC,True,2023-01-12 02:00:00
ACC000268,Account_268,Liability,337996.89,USD,CC494,EntityB,True,2023-01-12 03:00:00
ACC000269,Account_269,Revenue,420718.91,GBP,CC306,EntityB,True,2023-01-12 04:00:00
ACC000270,Account_270,Equity,495509.12,USD,CC187,EntityB,True,2023-01-12 05:00:00
ACC000271,Account_271,Liability,81729.45,USD,CC615,EntityA,True,2023-01-12 06:00:00
ACC000272,Account_272,Asset,399956.79,USD,CC699,EntityB,True,2023-01-12 07:00:00
ACC000273,Account_273,Asset,443824.03,USD,CC721,EntityC,True,2023-01-12 08:00:00
ACC000274,Account_274,Expense,25388.81,GBP,CC108,EntityA,True,2023-01-12 09:00:00
ACC000275,Account_275,Equity,377291.19,USD,CC730,EntityC,True,2023-01-12 10:00:00
ACC000276,Account_276,Equity,12318571.828052938,USD,CC807,EntityA,True,2023-01-12 11:00:00
ACC000277,Account_277,Equity,324649.8,USD,CC748,EntityA,True,2023-01-12 12:00:00
ACC000278,Account_278,Revenue,257510.05,EUR,CC572,EntityC,True,2023-01-12 13:00:00
ACC000279,Account_279,Asset,130611.38,USD,CC113,EntityB,True,2023-01-12 14:00:00
ACC000280,Account_280,Asset,68475.46,EUR,CC540,EntityB,True,2023-01-12 15:00:00
ACC000281,Account_281,Liability,59356.67,EUR,CC679,EntityB,True,2023-01-12 16:00:00
ACC000282,Account_282,Equity,52558.11,USD,CC611,EntityB,True,2023-01-12 17:00:00
ACC000283,Account_283,Revenue,319257.23,USD,CC616,EntityB,True,2023-01-12 18:00:00
ACC000284,Account_284,Equity,126774.45,USD,CC564,EntityC,False,2023-01-12 19:00:00
ACC000285,Account_285,Equity,109100.09,USD,CC596,EntityB,True,2023-01-12 20:00:00
ACC000286,Account_286,Expense,346250.66,GBP,CC391,EntityA,True,2023-01-12 21:00:00
ACC000287,Account_287,Asset,343737.93,USD,CC643,EntityA,True,2023-01-12 22:00:00
ACC000288,Account_288,Equity,270044.98,EUR,CC353,EntityB,True,2023-01-12 23:00:00
ACC000289,Account_289,Equity,467543.95,USD,CC541,EntityB,True,2023-01-13 00:00:00
ACC000290,Account_290,Equity,193321.7,USD,CC473,EntityB,True,2023-01-13 01:00:00
ACC000291,Account_291,Expense,,EUR,CC742,EntityA,True,2023-01-13 02:00:00
ACC000292,Account_292,Liability,38494.56,USD,CC904,EntityA,True,2023-01-13 03:00:00
ACC000293,Account_293,Expense,,USD,CC669,EntityA,True,2023-01-13 04:00:00
