account_id,account_name,account_type,balance,currency,cost_center,entity,is_active,last_updated
ACC000171,Account_171,Asset,197846.28,GBP,CC172,EntityC,True,2023-01-08 02:00:00
ACC000172,Account_172,Asset,12552979.751870908,USD,CC471,EntityC,True,2023-01-08 03:00:00
ACC000173,Account_173,Revenue,129468.53,EUR,CC565,EntityB,True,2023-01-08 04:00:00
ACC000174,CORRUPT_764769,Revenue,12552979.751870908,GBP,CC804,EntityB,True,2023-01-08 05:00:00
ACC000175,Account_175,,12552979.751870908,USD,CC987,EntityA,True,2023-01-08 06:00:00
ACC000176,Account_176,Equity,375382.73,USD,CC474,EntityA,True,2023-01-08 07:00:00
ACC000177,Account_177,Revenue,232875.14,EUR,CC773,EntityC,True,2023-01-08 08:00:00
ACC000178,Account_178,Asset,960572.29,USD,CC942,EntityB,False,2023-01-08 09:00:00
ACC000179,Account_179,,110375.42,,CC846,EntityA,True,2023-01-08 10:00:00
ACC000180,Account_180,Equity,12552979.751870908,USD,CC361,EntityC,True,2023-01-08 11:00:00
ACC000181,Account_181,Expense,,XXX,CC834,EntityC,True,2023-01-08 12:00:00
ACC000182,Account_182,Asset,12552979.751870908,USD,CC470,EntityA,True,2023-01-08 13:00:00
ACC000183,Account_183,Equity,,USD,CC115,EntityA,True,2023-01-08 14:00:00
ACC000184,Account_184,Revenue,88969.39,USD,CC782,EntityA,True,2023-01-08 15:00:00
ACC000185,Account_185,Equity,,INVALID,CC851,EntityA,True,2023-01-08 16:00:00
ACC000186,Account_186,Equity,411730.7,USD,CC408,EntityB,True,2023-01-08 17:00:00
ACC000187,Account_187,Asset,199854.81,EUR,CC505,EntityA,True,2023-01-08 18:00:00
ACC000188,Account_188,Liability,12552979.751870908,EUR,CC427,EntityB,True,2023-01-08 19:00:00
ACC000189,Account_189,Liability,69468.42,USD,CC205,EntityA,True,2023-01-08 20:00:00
ACC000190,Account_190,Liability,194992902.45901763,USD,CC994,EntityC,True,2023-01-08 21:00:00
ACC000191,Account_191,Revenue,194992902.45901763,USD,CC120,EntityC,True,2023-01-08 22:00:00
ACC000192,Account_192,Revenue,194992902.45901763,USD,CC599,EntityB,True,2023-01-08 23:00:00
ACC000193,Account_193,Revenue,,USD,CC113,EntityB,True,2023-01-09 00:00:00
ACC000194,Account_194,Liability,194992902.45901763,,CC719,EntityA,True,2023-01-09 01:00:00
ACC000195,Account_195,,,USD,CC909,EntityA,True,2023-01-09 02:00:00
ACC000196,Account_196,Asset,96958.04,USD,CC678,EntityB,False,2023-01-09 03:00:00
ACC000197,Account_197,Liability,12552979.751870908,USD,CC644,EntityA,True,2023-01-09 04:00:00
ACC000198,Account_198,Asset,328380.87,USD,CC844,EntityB,True,2023-01-09 05:00:00
ACC000199,Account_199,Liability,145252.71,USD,CC975,EntityB,True,2023-01-09 06:00:00
ACC000200,Account_200,Expense,367627.84,GBP,CC874,EntityA,True,2023-01-09 07:00:00
ACC000201,Account_201,Liability,283643.9,EUR,CC308,EntityB,True,2023-01-09 08:00:00
ACC000202,Account_202,Expense,12552979.751870908,GBP,CC606,EntityB,True,2023-01-09 09:00:00
ACC000203,Account_203,Equity,414444.92,GBP,CC836,EntityC,True,2023-01-09 10:00:00
ACC000204,Account_204,Revenue,355555.85,USD,CC364,EntityA,False,2023-01-09 11:00:00
ACC000205,Account_205,Equity,14262.3,GBP,CC707,EntityB,True,2023-01-09 12:00:00
ACC000206,Account_206,Liability,25680.11,USD,CC120,EntityC,True,2023-01-09 13:00:00
ACC000207,Account_207,Revenue,301177.67,USD,CC888,EntityA,True,2023-01-09 14:00:00
ACC000208,Account_208,Expense,243609.85,,CC652,EntityC,True,2023-01-09 15:00:00
ACC000209,Account_209,Liability,130832.14,USD,CC768,EntityC,True,2023-01-09 16:00:00
ACC000210,Account_210,Revenue,,USD,CC842,EntityB,True,2023-01-09 17:00:00
ACC000211,Account_211,Liability,379197.25,USD,CC296,EntityC,True,2023-01-09 18:00:00
ACC000212,Account_212,Revenue,413479.13,EUR,CC505,EntityC,True,2023-01-09 19:00:00
ACC000213,Account_213,Revenue,,EUR,CC871,EntityA,True,2023-01-09 20:00:00
ACC000214,Account_214,,194992902.45901763,,CC248,EntityC,True,2023-01-09 21:00:00
ACC000215,Account_215,Revenue,194992902.45901763,USD,CC839,EntityA,True,2023-01-09 22:00:00
ACC000216,Account_216,Liability,194992902.45901763,EUR,CC358,EntityA,True,2023-01-09 23:00:00
ACC000217,Account_217,,158060.06,USD,CC617,EntityA,True,2023-01-10 00:00:00
ACC000218,Account_218,,282483.47,USD,CC558,EntityB,True,2023-01-10 01:00:00
ACC000219,Account_219,Equity,194992902.45901763,USD,CC717,EntityC,True,2023-01-10 02:00:00
ACC000220,Account_220,Expense,,,CC852,EntityB,True,2023-01-10 03:00:00
ACC000221,CORRUPT_144928,Asset,1532.67,,CC413,EntityB,True,2023-01-10 04:00:00
ACC000222,Account_222,Equity,106926.29,EUR,CC254,EntityA,True,2023-01-10 05:00:00
ACC000223,Account_223,Revenue,194992902.45901763,EUR,CC480,EntityB,True,2023-01-10 06:00:00
ACC000224,Account_224,Liability,194992902.45901763,USD,CC650,EntityB,True,2023-01-10 07:00:00
ACC000225,Account_225,Revenue,,USD,CC774,EntityB,True,2023-01-10 08:00:00
ACC000226,Account_226,Liability,445241.72,EUR,CC777,EntityA,True,2023-01-10 09:00:00
ACC000227,CORRUPT_788745,Expense,12552979.751870908,USD,CC405,EntityA,True,2023-01-10 10:00:00
ACC000228,Account_228,Equity,12552979.751870908,USD,CC941,EntityC,True,2023-01-10 11:00:00
ACC000229,CORRUPT_456546,Equity,467835.43,USD,CC174,EntityB,True,2023-01-10 12:00:00
ACC000230,Account_230,Asset,,USD,CC204,EntityB,False,2023-01-10 13:00:00
ACC000231,Account_231,Equity,108373.96,,CC122,EntityA,True,2023-01-10 14:00:00
ACC000232,Account_232,Expense,12552979.751870908,USD,CC932,EntityC,True,2023-01-10 15:00:00
ACC000233,CORRUPT_601372,Asset,98547.77,USD,CC261,EntityB,True,2023-01-10 16:00:00
ACC000234,Account_234,Revenue,340083.98,USD,CC640,EntityB,True,2023-01-10 17:00:00
ACC000235,Account_235,Equity,107832.05,USD,CC830,EntityC,True,2023-01-10 18:00:00
ACC000236,Account_236,Revenue,50479.33,XXX,CC789,EntityA,True,2023-01-10 19:00:00
ACC000237,Account_237,Revenue,,GBP,CC953,EntityB,True,2023-01-10 20:00:00
ACC000238,Account_238,Equity,12552979.751870908,USD,CC148,EntityC,True,2023-01-10 21:00:00
ACC000239,Account_239,Liability,88893.01,USD,CC465,EntityB,True,2023-01-10 22:00:00
ACC000240,Account_240,Revenue,68211.32,USD,CC555,EntityA,True,2023-01-10 23:00:00
ACC000241,Account_241,Asset,,EUR,CC725,EntityA,True,2023-01-11 00:00:00
ACC000242,Account_242,Equity,160878.2,,CC659,EntityA,True,2023-01-11 01:00:00
ACC000243,Account_243,Asset,181018.58,GBP,CC603,EntityB,True,2023-01-11 02:00:00
ACC000244,Account_244,Revenue,28579.93,USD,CC375,EntityB,True,2023-01-11 03:00:00
ACC000245,Account_245,Revenue,194992902.45901763,USD,CC195,EntityA,True,2023-01-11 04:00:00
ACC000246,CORRUPT_190070,Asset,133138.78,,CC488,EntityC,False,2023-01-11 05:00:00
ACC000247,Account_247,Revenue,,USD,CC333,EntityA,True,2023-01-11 06:00:00
ACC000248,Account_248,Equity,103489.76,EUR,CC598,EntityB,True,2023-01-11 07:00:00
ACC000249,Account_249,,444294.36,EUR,CC816,EntityC,True,2023-01-11 08:00:00
ACC000250,Account_250,Asset,464903.64,USD,CC596,EntityA,True,2023-01-11 09:00:00
ACC000251,Account_251,Asset,194992902.45901763,GBP,CC624,EntityA,True,2023-01-11 10:00:00
ACC000252,Account_252,,54594.08,USD,CC137,EntityA,True,2023-01-11 11:00:00
ACC000253,Account_253,Asset,194992902.45901763,USD,CC679,EntityB,True,2023-01-11 12:00:00
ACC000254,Account_254,Liability,310165.06,USD,CC495,EntityA,True,2023-01-11 13:00:00
ACC000255,Account_255,Revenue,61862.51,USD,CC211,EntityC,True,2023-01-11 14:00:00
ACC000256,Account_256,Asset,426338.78,EUR,CC292,EntityA,True,2023-01-11 15:00:00
ACC000257,Account_257,,12552979.751870908,USD,CC801,EntityC,True,2023-01-11 16:00:00
ACC000258,Account_258,Asset,12552979.751870908,,CC924,EntityB,True,2023-01-11 17:00:00
ACC000259,Account_259,Asset,263504.2,INVALID,CC556,EntityA,True,2023-01-11 18:00:00
ACC000260,Account_260,Equity,498341.93,USD,CC977,EntityA,True,2023-01-11 19:00:00
ACC000261,Account_261,Revenue,23043.38,USD,CC261,EntityA,True,2023-01-11 20:00:00
ACC000262,Account_262,Asset,194992902.45901763,USD,CC369,EntityA,True,2023-01-11 21:00:00
ACC000263,Account_263,Liability,194992902.45901763,USD,CC936,EntityA,True,2023-01-11 22:00:00
ACC000264,Account_264,Expense,474374.1,USD,CC257,EntityB,True,2023-01-11 23:00:00
ACC000265,Account_265,,288853.62,USD,CC692,EntityA,True,2023-01-12 00:00:00
ACC000266,Account_266,Equity,194992902.45901763,USD,CC297,EntityC,True,2023-01-12 01:00:00
ACC000267,Account_267,Equity,86000.26,USD,CC397,EntityA,True,2023-01-12 02:00:00
ACC000268,Account_268,Liability,489338.44,INVALID,CC529,EntityA,True,2023-01-12 03:00:00
ACC000269,Account_269,Revenue,249821.13,,CC423,EntityA,True,2023-01-12 04:00:00
ACC000270,Account_270,Equity,,USD,CC886,EntityA,True,2023-01-12 05:00:00
ACC000271,Account_271,Liability,485471.48,GBP,CC974,EntityC,True,2023-01-12 06:00:00
ACC000272,Account_272,Asset,190985.45,USD,CC549,EntityA,True,2023-01-12 07:00:00
ACC000273,Account_273,Asset,,USD,CC572,EntityA,True,2023-01-12 08:00:00
ACC000274,Account_274,Expense,292791.6,EUR,CC149,EntityC,True,2023-01-12 09:00:00
ACC000275,Account_275,Equity,12552979.751870908,EUR,CC310,EntityB,True,2023-01-12 10:00:00
ACC000276,Account_276,Equity,161221.73,EUR,CC135,EntityA,True,2023-01-12 11:00:00
ACC000277,CORRUPT_291088,,,USD,CC870,EntityC,True,2023-01-12 12:00:00
ACC000278,Account_278,Revenue,52538.46,USD,CC304,EntityA,True,2023-01-12 13:00:00
ACC000279,Account_279,,433206.16,USD,CC406,EntityA,True,2023-01-12 14:00:00
ACC000280,Account_280,Asset,,,CC857,EntityB,True,2023-01-12 15:00:00
ACC000281,CORRUPT_979903,Liability,179977.72,USD,CC741,EntityC,True,2023-01-12 16:00:00
ACC000282,Account_282,Equity,12552979.751870908,USD,CC658,EntityA,True,2023-01-12 17:00:00
ACC000283,Account_283,Revenue,216327.98,USD,CC134,EntityC,True,2023-01-12 18:00:00
ACC000284,Account_284,Equity,316941.44,USD,CC606,EntityA,True,2023-01-12 19:00:00
ACC000285,Account_285,Equity,463457.93,,CC604,EntityC,True,2023-01-12 20:00:00
ACC000286,Account_286,Expense,466457.03,USD,CC386,EntityA,True,2023-01-12 21:00:00
ACC000287,Account_287,Asset,196354.5,,CC769,EntityB,True,2023-01-12 22:00:00
ACC000288,Account_288,Equity,194992902.45901763,USD,CC935,EntityB,True,2023-01-12 23:00:00
ACC000289,Account_289,Equity,12552979.751870908,USD,CC332,EntityA,True,2023-01-13 00:00:00
ACC000290,Account_290,Equity,194992902.45901763,USD,CC397,EntityB,True,2023-01-13 01:00:00
ACC000291,Account_291,Expense,231447.14,,CC389,EntityC,True,2023-01-13 02:00:00
ACC000292,Account_292,Liability,194992902.45901763,EUR,CC850,EntityB,True,2023-01-13 03:00:00
ACC000293,Account_293,Expense,277645.11,USD,CC169,EntityB,True,2023-01-13 04:00:00
