tb_id,account_id,period,debit,credit,net_balance,account_type,entity
102,ACC001000,2023-Q1,39083.92,39553.42,-469.5,Asset,EntityC
103,ACC004025,2023-Q1,191875.85,168946.01,22929.84,Liability,EntityA
104,ACC000037,2023-Q2,152167.77,167032.3,-14864.53,Equity,EntityA
105,ACC003985,2023-Q3,128189.13,85925.82,42263.31,Asset,EntityA
106,ACC003935,2023-Q2,135203.79,193348.64,-58144.85,Expense,EntityC
107,ACC003902,2023-Q4,66294.86,195954.77,-129659.91,Equity,EntityA
108,ACC003325,2023-Q2,129285.41,,103435.19,Revenue,EntityA
109,ACC002358,2023-Q4,37338.42,73542.76,-36204.34,Liability,EntityA
110,ACC003526,2023-Q1,187541.09,120064.29,67476.8,Expense,EntityC
111,ACC001386,2023-Q3,60358.67,16967.56,43391.11,Liability,EntityB
112,ACC003904,2023-Q4,51037.3,76531.1,-25493.8,Expense,EntityC
113,ACC002779,2023-Q1,142232.56,52234.42,89998.14,Equity,EntityA
114,ACC002295,2023-Q4,131289.74,190410.04,-59120.3,Revenue,EntityB
115,ACC002529,2023-Q2,90259.78,82317.16,7942.62,Liability,EntityB
116,ACC002844,2023-Q2,126489.25,152534.17,-26044.92,Expense,EntityA
117,ACC000187,2023-Q3,31898.61,77341.07,-45442.46,Asset,EntityC
118,ACC000699,2023-Q3,134665.66,26362.41,108303.25,Asset,EntityC
119,ACC001228,2023-Q1,-42717.92,,-118508.17,Equity,EntityA
120,ACC000573,2023-Q4,-22477.01,83.38,54483.82,Expense,EntityC
121,ACC002199,2023-Q3,32435.99,11188.17,21247.82,Expense,EntityB
122,ACC003343,2023-Q4,66475.43,72876.88,-6401.45,Expense,EntityB
123,ACC003273,2023-Q2,66250.21,137379.65,-71129.44,Equity,EntityC
124,ACC002356,2023-Q3,90835.8,68340.86,22494.94,Expense,EntityB
125,ACC004276,2023-Q2,38083.9,13262.56,24821.34,Equity,EntityA
126,ACC002827,2023-Q4,38601.51,63568.01,-24966.5,Equity,EntityC
127,ACC000396,2023-Q4,108347.71,48996.17,109487.88629858191,Asset,EntityC
128,ACC003825,2023-Q4,25775.48,,24691.52,Revenue,EntityA
129,ACC002874,2023-Q3,137779.4,106960.38,30819.02,Liability,EntityC
130,ACC003174,2023-Q4,188789.43,23329.18,165460.25,Asset,EntityB
131,ACC002827,2023-Q2,85359.12,57499.26,27859.86,Liability,EntityA
132,ACC002768,2023-Q2,180221.06,128237.97,51983.09,Revenue,EntityB
133,ACC000453,2023-Q4,19663.32,145023.14,-125359.82,Liability,EntityC
134,ACC002797,2023-Q1,,52691.13,,Liability,EntityA
135,ACC003975,2023-Q3,144273.78,65838.73,78435.05,Liability,EntityC
136,ACC001520,2023-Q1,-11174.36,49381.85,102822.46,Equity,EntityC
137,ACC003015,2023-Q3,168611.65,191377.72,-22766.07,Revenue,EntityC
138,ACC000155,2023-Q2,11363.54,38103.95,-26740.41,Revenue,EntityA
139,ACC001738,2023-Q2,155381.41,36636.12,118745.29,Asset,EntityA
140,ACC002184,2023-Q2,75307.75,89007.06,-13699.31,Liability,EntityC
141,ACC004914,2023-Q2,60667.53,37861.27,22806.26,Revenue,EntityB
142,ACC001073,2023-Q2,34604.78,31341.69,3263.09,Liability,EntityB
143,ACC001383,2023-Q2,199203.15,19175.91,180027.24,Asset,EntityB
144,ACC002043,2023-Q3,12732.72,128034.25,-115301.53,Liability,EntityB
145,ACC004964,2023-Q4,165401.6,122416.45,42985.15,Revenue,EntityB
146,ACC004268,2023-Q3,127898.89,130032.58,-2133.69,Revenue,EntityB
147,ACC000174,2023-Q3,147016.09,154660.0,-7643.91,Asset,EntityB
148,ACC001170,2023-Q4,142343.42,65271.6,77071.82,Revenue,EntityB
149,ACC004109,2023-Q4,171686.9,183684.75,-11997.85,Asset,EntityB
150,ACC000292,2023-Q1,36758.41,146640.92,-109882.51,Revenue,EntityC
151,ACC004279,2023-Q3,-2330.33,160941.72,-160776.8,Equity,EntityB
152,ACC001407,2023-Q1,119705.7,144192.43,-24486.73,Asset,EntityC
153,ACC004589,2023-Q1,70771.73,71691.13,-919.4,Liability,EntityB
154,ACC001468,2023-Q4,-18811.76,56606.5,-31849.03,Expense,EntityC
155,ACC002172,2023-Q1,37227.75,84503.41,-47275.66,Equity,EntityB
156,ACC003310,2023-Q4,66349.86,19406.07,46943.79,Revenue,EntityB
157,ACC000632,2023-Q4,14046.67,90256.1,-76209.43,Revenue,EntityA
158,ACC002786,2023-Q4,,,2754.44,Asset,EntityA
159,ACC002526,2023-Q3,,789.19,182416.06,Expense,EntityC
160,ACC003920,2023-Q4,62420.55,186299.79,-123879.24,Liability,EntityA
161,ACC004981,2023-Q1,196446.14,137867.37,58578.77,Revenue,EntityA
162,ACC003322,2023-Q4,192873.4,112369.39,80504.01,Equity,EntityC
163,ACC002046,2023-Q1,28514.26,68220.41,-39706.15,Equity,EntityC
164,ACC002032,2023-Q2,142984.86,114107.6,28877.26,Liability,EntityB
165,ACC002090,2023-Q1,120160.98,178315.16,-58154.18,Expense,EntityB
166,ACC004071,2023-Q2,138129.41,130476.03,7653.38,Asset,EntityB
167,ACC001607,2023-Q3,19238.2,,-101258.2,Expense,EntityC
168,ACC000835,2023-Q2,37712.02,92040.9,-54328.88,Liability,EntityB
169,ACC001672,2023-Q4,15327.73,69139.41,-53811.68,Expense,EntityA
170,ACC000114,2023-Q3,120826.84,139709.42,-18882.58,Asset,EntityB
171,ACC000531,2023-Q3,197318.22,196196.19,1122.03,Asset,EntityA
172,ACC000451,2023-Q4,134396.91,84951.54,49445.37,Asset,EntityC
173,ACC003858,2023-Q2,142152.31,78441.04,145634.3412175132,Equity,EntityA
174,ACC003612,2023-Q2,196917.01,85622.69,111294.32,Liability,EntityB
175,ACC003484,2023-Q4,135602.31,85108.79,50493.52,Equity,EntityA
176,ACC002310,2023-Q3,,198124.95,-190088.64,Expense,EntityC
177,ACC003586,2023-Q3,173401.12,,32045.47,Asset,EntityB
178,ACC000807,2023-Q2,72935.66,71836.89,1098.77,Equity,EntityA
179,ACC004504,2023-Q1,872.72,74300.47,-73427.75,Revenue,EntityC
180,ACC002506,2023-Q1,101446.84,86159.38,15287.46,Equity,EntityB
181,ACC004691,2023-Q1,187403.0,7342.44,180060.56,Expense,EntityB
182,ACC000762,2023-Q1,51466.14,105563.28,-54097.14,Revenue,EntityA
183,ACC002487,2023-Q3,98302.63,162276.19,-63973.56,Asset,EntityA
184,ACC003482,2023-Q1,34755.38,132113.56,-97358.18,Equity,EntityC
185,ACC002479,2023-Q3,11538.53,39684.17,-28145.64,Liability,EntityB
186,ACC002231,2023-Q4,16108.99,145606.85,-129497.86,Asset,EntityB
187,ACC000832,2023-Q4,145402.18,143891.72,1510.46,Expense,EntityC
188,ACC001906,2023-Q2,172814.89,52507.84,120307.05,Liability,EntityB
189,ACC001194,2023-Q1,28659.77,124574.93,-95915.16,Asset,EntityB
190,ACC001508,2023-Q4,57663.71,122189.81,-64526.1,Liability,EntityC
191,ACC003419,2023-Q1,39005.89,167957.52,-128951.63,Expense,EntityA
192,ACC003152,2023-Q3,5371.16,27214.46,-21843.3,Equity,EntityB
193,ACC003036,2023-Q3,110686.27,38967.7,71718.57,Expense,EntityC
194,ACC001810,2023-Q1,139984.43,97193.9,42790.53,Equity,EntityA
195,ACC004799,2023-Q3,129575.5,8829.03,120746.47,Asset,EntityA
196,ACC000439,2023-Q1,77610.71,83118.84,-5508.13,Liability,EntityB
197,ACC001713,2023-Q1,111002.05,157643.81,-46641.76,Asset,EntityA
198,ACC000591,2023-Q4,18819.86,29742.88,-10923.02,Equity,EntityA
199,ACC001695,2023-Q4,30860.74,91989.75,-61129.01,Liability,EntityA
200,ACC004810,2023-Q2,186358.92,197953.85,194969.33475062507,Expense,EntityC
201,ACC001832,2023-Q4,152301.55,101184.0,51117.55,Liability,EntityA
202,ACC004543,2023-Q4,184547.82,99664.76,84883.06,Liability,EntityC
203,ACC002476,2023-Q4,183336.06,111758.72,71577.34,Expense,EntityB
204,ACC003499,2023-Q1,129878.52,37200.87,92677.65,Equity,EntityC
205,ACC002288,2023-Q2,185647.73,29432.78,156214.95,Asset,EntityA
206,ACC001330,2023-Q3,83340.82,135470.93,-52130.11,Equity,EntityC
207,ACC003822,2023-Q4,,79153.36,-78430.11,Liability,EntityB
208,ACC004846,2023-Q4,12514.22,57981.33,-45467.11,Revenue,EntityC
209,ACC001318,2023-Q2,21897.47,6278.32,15619.15,Equity,EntityC
210,ACC003894,2023-Q1,19070.69,,-150139.41,Revenue,EntityB
211,ACC001306,2023-Q4,70340.48,6465.77,63874.71,Expense,EntityC
212,ACC003585,2023-Q2,140254.16,149996.62,-9742.46,Revenue,EntityA
213,ACC003946,2023-Q2,158129.76,76397.71,81732.05,Liability,EntityB
214,ACC002247,2023-Q4,118042.65,119737.56,-1694.91,Liability,EntityB
215,ACC003685,2023-Q3,29287.23,49535.6,-20248.37,Equity,EntityC
216,ACC001362,2023-Q2,149580.32,31079.93,118500.39,Equity,EntityC
217,ACC000397,2023-Q1,,106677.6,-35717.22,Liability,EntityC
218,ACC000482,2023-Q2,2598.67,139123.54,-136524.87,Expense,EntityC
219,ACC002236,2023-Q4,56117.72,39098.66,17019.06,Expense,EntityC
220,ACC004514,2023-Q2,66120.11,87271.79,-21151.68,Liability,EntityC
221,ACC000638,2023-Q3,54849.11,88930.99,-34081.88,Revenue,EntityB
222,ACC002279,2023-Q2,162374.03,43195.83,119178.2,Expense,EntityA
223,ACC003521,2023-Q4,151985.28,113009.89,38975.39,Asset,EntityC
224,ACC001012,2023-Q4,139110.41,,109923.27,Liability,EntityA
225,ACC003609,2023-Q3,27801.02,101949.83,-74148.81,Revenue,EntityA
226,ACC001530,2023-Q4,161566.78,22686.3,138880.48,Equity,EntityC
227,ACC004044,2023-Q3,,97108.48,38326.71,Revenue,EntityA
228,ACC002897,2023-Q2,38967.54,62319.81,-23352.27,Equity,EntityA
229,ACC002735,2023-Q3,129618.79,90449.26,39169.53,Asset,EntityB
230,ACC000884,2023-Q4,96702.33,86749.87,9952.46,Equity,EntityB
231,ACC002317,2023-Q4,87870.01,181586.62,91310.05489991033,Equity,EntityA
232,ACC004284,2023-Q1,22424.63,97987.12,-75562.49,Expense,EntityB
233,ACC000098,2023-Q3,103660.86,163699.78,106601.43709086909,Asset,EntityA
234,ACC003793,2023-Q1,19986.36,45130.48,23538.648142977196,Asset,EntityA
235,ACC002464,2023-Q3,32850.68,70416.56,42597.9308474157,Asset,EntityA
236,ACC003598,2023-Q3,26509.26,15017.88,11491.38,Equity,EntityC
237,ACC003317,2023-Q2,190821.66,84149.56,106672.1,Expense,EntityB
238,ACC002161,2023-Q4,56972.94,133739.98,-76767.04,Revenue,EntityC
239,ACC001544,2023-Q4,,167633.41,-96592.55,Expense,EntityA
240,ACC003137,2023-Q1,64416.12,113182.98,-48766.86,Expense,EntityC
241,ACC000702,2023-Q1,179650.09,128014.53,51635.56,Revenue,EntityC
242,ACC002921,2023-Q1,112593.18,,77139.76,Revenue,EntityB
243,ACC000474,2023-Q4,183831.98,7441.21,176390.77,Liability,EntityC
244,ACC003250,2023-Q3,59984.98,158337.63,-98352.65,Expense,EntityB
245,ACC003144,2023-Q3,22966.93,33407.64,-10440.71,Revenue,EntityB
246,ACC000423,2023-Q4,-25466.2,18233.91,93009.78,Expense,EntityC
247,ACC003788,2023-Q4,69107.4,187512.46,-118405.06,Expense,EntityB
248,ACC002080,2023-Q1,160381.37,,-32322.9,Liability,EntityB
249,ACC003935,2023-Q1,175884.68,123251.46,52633.22,Asset,EntityC
250,ACC000209,2023-Q2,,75727.45,18787.25,Expense,EntityB
251,ACC000898,2023-Q2,194271.8,166647.91,27623.89,Equity,EntityA
252,ACC002470,2023-Q3,110602.6,40943.99,69658.61,Expense,EntityC
253,ACC000942,2023-Q1,54184.08,85878.47,-31694.39,Revenue,EntityC
254,ACC001650,2023-Q2,97795.1,71403.46,26391.64,Liability,EntityA
255,ACC003303,2023-Q1,7462.06,182540.0,-175077.94,Liability,EntityC
256,ACC000723,2023-Q1,160800.23,183955.48,-23155.25,Revenue,EntityA
257,ACC003389,2023-Q1,20287.01,130177.19,-109890.18,Liability,EntityA
258,ACC000518,2023-Q1,61749.7,22148.03,39601.67,Liability,EntityC
259,ACC000876,2023-Q3,113063.31,96438.56,115384.00818290032,Liability,EntityB
260,ACC002939,2023-Q2,8595.03,49065.67,-40470.64,Revenue,EntityB
261,ACC003968,2023-Q2,15863.38,176983.13,-161119.75,Asset,EntityB
262,ACC000853,2023-Q2,139223.27,27680.56,111542.71,Asset,EntityA
263,ACC001500,2023-Q3,-32300.85,10862.06,3493.36,Asset,EntityC
264,ACC004626,2023-Q4,95416.57,140885.81,-45469.24,Revenue,EntityA
265,ACC004949,2023-Q3,67739.13,90657.21,-22918.08,Asset,EntityC
266,ACC002906,2023-Q3,45615.88,167672.98,-122057.1,Equity,EntityC
267,ACC002236,2023-Q3,37755.78,14925.93,22829.85,Asset,EntityA
268,ACC001735,2023-Q3,,160215.23,-7532.97,Equity,EntityB
269,ACC003063,2023-Q1,190308.44,7466.95,182841.49,Asset,EntityA
270,ACC002955,2023-Q4,28035.95,5614.0,22421.95,Asset,EntityB
271,ACC001474,2023-Q1,191936.24,92263.15,99673.09,Equity,EntityB
272,ACC000115,2023-Q2,118952.5,44258.26,120397.72922678369,Revenue,EntityA
273,ACC000758,2023-Q3,128332.08,118743.74,9588.34,Asset,EntityC
274,ACC004793,2023-Q2,141985.28,5163.4,136821.88,Equity,EntityC
275,ACC002091,2023-Q1,-544.3,7077.91,133745.87,Expense,EntityA
276,ACC002412,2023-Q4,163962.22,145429.7,18532.52,Revenue,EntityC
277,ACC002336,2023-Q1,96693.73,42033.03,54660.7,Revenue,EntityC
278,ACC003914,2023-Q1,106671.72,131283.42,-24611.7,Liability,EntityB
279,ACC000325,2023-Q4,64765.4,149984.43,-85219.03,Expense,EntityC
280,ACC000414,2023-Q3,21051.52,11866.23,9185.29,Asset,EntityA
281,ACC001380,2023-Q1,132928.04,153950.79,-21022.75,Revenue,EntityC
282,ACC002434,2023-Q4,6721.99,53684.24,-46962.25,Equity,EntityC
283,ACC003356,2023-Q4,55127.01,77909.19,-22782.18,Asset,EntityB
284,ACC002454,2023-Q1,18845.97,17327.84,1518.13,Expense,EntityC
285,ACC002206,2023-Q2,38145.43,167726.0,-129580.57,Revenue,EntityC
286,ACC004690,2023-Q2,127746.18,112145.76,15600.42,Liability,EntityC
287,ACC000806,2023-Q1,125695.33,100933.06,24762.27,Asset,EntityB
288,ACC002859,2023-Q1,84210.98,193710.96,-109499.98,Revenue,EntityC
289,ACC002712,2023-Q1,18034.4,66901.15,-48866.75,Equity,EntityB
290,ACC002368,2023-Q1,86674.78,178155.86,-91481.08,Asset,EntityB
291,ACC004038,2023-Q2,70548.97,143937.58,-73388.61,Expense,EntityA
292,ACC001335,2023-Q2,144091.83,185705.63,145469.92037173928,Revenue,EntityA
293,ACC004769,2023-Q1,115805.32,181560.41,-65755.09,Equity,EntityC
294,ACC001658,2023-Q2,98313.15,198205.96,-99892.81,Liability,EntityB
295,ACC002726,2023-Q1,97396.42,26335.35,71061.07,Liability,EntityB
296,ACC002604,2023-Q4,193259.38,159203.28,34056.1,Equity,EntityC
297,ACC004249,2023-Q1,151258.84,160898.87,-9640.03,Asset,EntityA
298,ACC002195,2023-Q4,99395.91,128874.71,-29478.8,Liability,EntityA
299,ACC001423,2023-Q3,95844.52,55772.19,40072.33,Liability,EntityA
300,ACC000109,2023-Q4,-47673.4,193029.65,-187733.83,Asset,EntityA
301,ACC001819,2023-Q3,188501.85,40884.43,147617.42,Asset,EntityB
302,ACC004132,2023-Q2,63834.79,99915.08,-36080.29,Liability,EntityC
303,ACC000050,2023-Q3,51187.82,104297.42,-53109.6,Liability,EntityA
304,ACC004481,2023-Q2,199881.79,32365.87,167515.92,Liability,EntityB
305,ACC002715,2023-Q1,143737.93,144505.76,-767.83,Revenue,EntityA
306,ACC000702,2023-Q2,9472.75,17773.43,-8300.68,Equity,EntityC
307,ACC001511,2023-Q2,12377.1,,-126242.46,Asset,EntityB
308,ACC002771,2023-Q1,5100.31,169723.1,6319.419829896753,Expense,EntityA
309,ACC001579,2023-Q1,119923.78,69879.29,50044.49,Revenue,EntityB
310,ACC000543,2023-Q4,14312.9,141884.16,-127571.26,Equity,EntityB
311,ACC003330,2023-Q3,186677.67,31354.8,155322.87,Asset,EntityC
312,ACC003362,2023-Q2,187381.31,169189.8,18191.51,Expense,EntityA
313,ACC000595,2023-Q4,109210.81,190406.34,-81195.53,Revenue,EntityC
314,ACC001407,2023-Q1,123327.79,30538.74,92789.05,Equity,EntityC
315,ACC001220,2023-Q2,-34550.16,138371.89,-79993.01,Asset,EntityA
316,ACC003298,2023-Q4,12794.51,101166.22,-88371.71,Asset,EntityC
317,ACC003652,2023-Q3,147492.09,106299.87,41192.22,Liability,EntityC
318,ACC003635,2023-Q2,20357.2,141297.94,-120940.74,Liability,EntityB
319,ACC004694,2023-Q2,17111.53,97748.1,-80636.57,Liability,EntityA
320,ACC003844,2023-Q1,62244.62,120065.28,-57820.66,Equity,EntityB
321,ACC001604,2023-Q1,2493.13,46180.2,-43687.07,Asset,EntityB
322,ACC000539,2023-Q1,86807.12,75701.32,11105.8,Liability,EntityA
323,ACC003074,2023-Q4,-35335.75,173048.07,-31511.89,Expense,EntityB
324,ACC004581,2023-Q3,160269.79,21980.5,138289.29,Expense,EntityC
325,ACC004876,2023-Q2,120861.46,119515.05,1346.41,Asset,EntityB
326,ACC001152,2023-Q4,169374.84,36857.41,132517.43,Revenue,EntityC
327,ACC001183,2023-Q1,81300.44,169307.92,-88007.48,Expense,EntityA
328,ACC000188,2023-Q1,169754.42,115808.79,172858.7934683497,Equity,EntityC
329,ACC000707,2023-Q2,101294.66,80609.76,20684.9,Liability,EntityB
330,ACC002775,2023-Q4,44607.23,49964.93,-5357.7,Equity,EntityA
331,ACC002735,2023-Q3,188829.13,87368.94,101460.19,Liability,EntityC
332,ACC001855,2023-Q4,54994.17,191522.47,-136528.3,Liability,EntityB
333,ACC001550,2023-Q1,5240.3,101841.86,-96601.56,Expense,EntityB
334,ACC004149,2023-Q4,48534.81,93897.91,-45363.1,Revenue,EntityA
335,ACC002301,2023-Q1,73337.51,149254.76,-75917.25,Equity,EntityC
336,ACC004042,2023-Q1,70269.94,75809.41,-5539.47,Asset,EntityA
337,ACC004817,2023-Q3,104933.5,85484.79,19448.71,Expense,EntityA
338,ACC001586,2023-Q1,176625.38,,109235.83,Asset,EntityA
339,ACC001014,2023-Q4,58467.65,30183.95,28283.7,Revenue,EntityB
340,ACC004765,2023-Q4,104154.12,142761.84,-38607.72,Liability,EntityA
341,ACC003175,2023-Q3,68027.79,174606.18,-106578.39,Liability,EntityC
342,ACC001455,2023-Q2,164354.61,181118.53,-16763.92,Asset,EntityA
343,ACC003110,2023-Q1,31520.3,176160.59,-144640.29,Liability,EntityC
344,ACC002576,2023-Q3,20702.05,90356.76,-69654.71,Revenue,EntityC
345,ACC004528,2023-Q3,100599.05,56813.24,43785.81,Equity,EntityC
346,ACC001280,2023-Q4,134377.52,127584.75,6792.77,Asset,EntityA
347,ACC004957,2023-Q3,159105.04,190940.98,-31835.94,Liability,EntityA
348,ACC004681,2023-Q1,117924.97,145410.13,-27485.16,Asset,EntityC
349,ACC000904,2023-Q1,154769.95,98969.71,55800.24,Equity,EntityB
350,ACC000824,2023-Q4,78542.01,137761.71,-59219.7,Expense,EntityC
351,ACC002666,2023-Q1,6573.53,154507.58,-147934.05,Expense,EntityA
352,ACC000225,2023-Q4,23219.86,183853.85,-160633.99,Expense,EntityB
353,ACC001494,2023-Q1,7744.52,152643.15,-144898.63,Asset,EntityA
